Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Catarina,Sköld,Fabriksvägen 19,Borås,65582,Sverige,SE,19931106-0407,+46,063-444 41 03,1993-11-06,True
Stein,Engen,Hansenstykket 5,Aasen,3085,Norge,NO,19600801-3055,+47,+47 17 95 82 51,1960-08-01,True
Krister,Berg,Kyrkogränd 68,Jönköping,15256,Sverige,SE,19960905-6850,+46,0782-71 88 60,1996-09-05,True
Emilia,Nilsson,Kyrktorget 6,Borås,12592,Sverige,SE,19830507-2966,+46,08-44 01 62,1983-05-07,True
Catarina,Larsson,Ringgatan 02,Lidköping,45313,Sverige,SE,19750624-4575,+46,+46 (0)523 183 33,1975-06-24,True
Martin,Jakobsen,Haugenspranget 16C,Mikkelsen,0783,Norge,NO,19760528-9092,+47,980 64 503,1976-05-28,True
Börje,Söderström,Järnvägsvägen 1,Luleå,31532,Sverige,SE,19600421-5274,+46,075-84 33 48,1960-04-21,True
Hege,Ruud,Bergvika 97,Thorsen,9148,Norge,NO,19991025-6975,+47,93528024,1999-10-25,True
Petra,Eriksson,Ängsstigen 4,Karlskrona,41995,Sverige,SE,19770621-9898,+46,+46 (0)077 228 29,1977-06-21,True
Maria,Berg,Furugatan 4,Nyköping,91487,Sverige,SE,19861216-1062,+46,+46 (0)584 388 92,1986-12-16,True
Maria,Forslund,Ekvägen 456,Trollhättan,94843,Sverige,SE,19940916-1931,+46,0532-503 67,1994-09-16,True
Robert,Eriksen,Hagenkollen 73,Torillvåg,9585,Norge,NO,19410520-0612,+47,42103603,1941-05-20,True
Solveig,Nordin,Storstigen 818,Lidingö,30257,Sverige,SE,19570401-5120,+46,08-396 57 58,1957-04-01,True
Astrid,Nilsson,Gentorget 957,Uddevalla,96151,Sverige,SE,19680811-9543,+46,+46 (0)997 676 23,1968-08-11,True
Jennie,Larsson,Backgatan 055,Kalmar,37611,Sverige,SE,19840927-3564,+46,08-863 859 38,1984-09-27,True
Cecilie,Kristoffersen,Ellingsenplassen 1,Roarstrand,8743,Norge,NO,19520628-1594,+47,38 20 37 86,1952-06-28,True
Elisabeth,Sundqvist,Kyrkotorget 853,Piteå,36484,Sverige,SE,19801015-5435,+46,+46 (0)62 68 28 06,1980-10-15,True
Carl,Olofsson,Industrigränd 8,Kristianstad,90334,Sverige,SE,19690917-9586,+46,+46 (0)97 05 49 80,1969-09-17,True
Berit,Erlandsson,Kyrktorget 4,Skövde,21551,Sverige,SE,19930428-6185,+46,+46 (0)825 909 19,1993-04-28,True
Ingrid,Jansson,Skolgatan 3,Piteå,43866,Sverige,SE,19931028-4789,+46,+46 (0)8 689 051 87,1993-10-28,True
Anders,Lindgren,Skogsvägen 62,Örebro,57741,Sverige,SE,19460803-3508,+46,+46 (0)037 462 49,1946-08-03,True
Hanna,Henriksson,Skolgatan 77,Östersund,44728,Sverige,SE,19560216-6123,+46,08-586 86 71,1956-02-16,True
Liv,Pedersen,Nilsentoppen 6,Brekke,6247,Norge,NO,19680713-4729,47,74 10 94 20,1968-07-13,True
Sara,Sjöström,Ekgränd 92,Borås,15690,Sverige,SE,19950219-0930,+46,+46 (0)239 303 13,1995-02-19,True
Chase,Johnson,Williams Greens 363,Morrisview,84737,Danmark,DK,19601125-2641,+45,346.556.9319x19854,1960-11-25,True
Erik,Karlsson,Parkvägen 802,Kalmar,63814,Sverige,SE,19420724-3112,+46,0076-96 14 98,1942-07-24,True
Thomas,Holmes,Griffin Place 11734,Lewischester,66240,Danmark,DK,19750119-3972,+45,810-495-2171x3984,1975-01-19,True
Hilde,Haugen,Knudsenstranda 7G,Fredrikøy,2898,Norge,NO,19831018-7910,+47,+4723642449,1983-10-18,True
Mattias,Friberg,Parkgatan 491,Luleå,69195,Sverige,SE,19640709-0297,+46,0668-415 39,1964-07-09,True
Johannes,Ågren,Strandvägen 6,Sandviken,59773,Sverige,SE,19920419-2836,+46,+46 (0)8 769 935 64,1992-04-19,True
Øystein,Tangen,Tveittoppen 99,Thorsen,6979,Norge,NO,19610927-9321,+47,87978712,1961-09-27,True
Joonas,Lehtonen,Yrjönkatu 311,Kaustinen,06837,Finland,FI,19880704-434A,+358,065 662 9120,1988-07-04,True
Ronald,Gallagher,Chad Haven 7062,East Jimmyview,78621,Danmark,DK,19770623-9702,+45,(447)251-5708x268,1977-06-23,True
Karolina,Nilsson,Ringgatan 207,Falun,63595,Sverige,SE,19690805-5132,+46,08-041 282 71,1969-08-05,True
Anton,Nyman,Genvägen 3,Mölndal,26861,Sverige,SE,19630130-4426,+46,085-04 10 38,1963-01-30,True
Ingrid,Nyman,Strandgatan 875,Borås,94582,Sverige,SE,19800623-4452,+46,+46 (0)28 80 47 57,1980-06-23,True
Fredrik,Svensson,Genvägen 5,Nyköping,44565,Sverige,SE,19510520-2924,+46,0878-52 94 29,1951-05-20,True
David,Diaz,Gallagher Falls 471,Lake Jamesstad,29287,Danmark,DK,19610308-2139,+45,277.587.3309,1961-03-08,True
Jan,Hansson,Björkstigen 6,Västerås,32606,Sverige,SE,19430410-3408,+46,+46 (0)773 325 21,1943-04-10,True
Johannes,Pöllänen,Wäinö Aaltosen polku 627,Kaskinen,42039,Finland,FI,19850416-761L,+358,0192802821,1985-04-16,True
Thomas,Dahlström,Idrottsvägen 7,Borlänge,52579,Sverige,SE,19950608-3072,+46,0163-41 86 27,1995-06-08,True
Mikael,Malinen,Salakkakuja 1,Kruunupyy,80794,Finland,FI,19530609-512M,+358,+358 08 6309515,1953-06-09,True
Siv,Hermansson,Storgränd 066,Falun,16577,Sverige,SE,19661114-2522,+46,0603-492 94,1966-11-14,True
Hans,Sandström,Skogsgränd 911,Lund,55195,Sverige,SE,19431222-7693,+46,+46 (0)45 39 80 28,1943-12-22,True
Yvonne,Persson,Järnvägstorget 462,Trelleborg,41382,Sverige,SE,19640105-8119,46,060-684 80 69,1964-01-05,True
Monica,Engen,Birkelandsvingen 81B,Larsen,7388,Norge,NO,19930913-0255,+47,+47 52 35 80 56,1993-09-13,True
Åke,Svensson,Kyrkogatan 4,Piteå,44235,Sverige,SE,19941102-7761,+46,078-459 39 22,1994-11-02,True
Marianne,Knutsen,Tangengrenda 1,Tveit,8285,Norge,NO,19900217-5485,+47,74 60 95 75,1990-02-17,True
Wenche,Solberg,Jørgensenringen 463,Rønning,0889,Norge,NO,19950205-1288,+47,+47 43 25 94 80,1995-02-05,True
Magnus,Hansson,Kyrkovägen 67,Skövde,19400,Sverige,SE,19550829-1735,+46,024-98 42 73,1955-08-29,True
Inger,Andersson,Asptorget 1,Motala,52739,Sverige,SE,19510622-8134,+46,+46 (0)8 778 322 03,1951-06-22,True
Mikael,Andersson,Kyrkgatan 942,Karlskoga,18652,Sverige,SE,19840128-5347,+46,086-128 20 00,1984-01-28,True
Grace,Krause,Schneider Flat 4978,Underwoodton,15882,Danmark,DK,19580701-7497,+45,299.545.0405,1958-07-01,True
Marianne,Söderberg,Parkgatan 3,Kristianstad,49044,Sverige,SE,19470507-6924,+46,005-299 65 39,1947-05-07,True
Eva,Persson,Villavägen 9,Lidköping,65897,Sverige,SE,19540116-6323,+46,025-47 34 34,1954-01-16,True
Amanda,Oliver,Miles Route 83577,East Nicoleland,59006,Danmark,DK,19870518-0992,+45,584.878.7407x218,1987-05-18,True
Päivi,Aalto,Lentokapteenin katu 89,Pedersören kunta,66175,Finland,FI,19620522-413C,+358,0277071579,1962-05-22,True
Aina,Persson,Bäckgränd 6,Jönköping,60540,Sverige,SE,19570117-7631,+46,08-303 45 95,1957-01-17,True
Roy,Jacobsen,Larsenekra 66,Gulbrandsen,2283,Norge,NO,19780830-6482,+47,+47 99 52 94 32,1978-08-30,True
Andreas,Nielsen,Skolgatan 3,Karlskoga,90803,Sverige,SE,19861211-3791,+46,013-718 74 07,1986-12-11,True
Johanna,Karlsson,Stationsstigen 5,Umeå,81868,Sverige,SE,20000617-2948,+46,0008-13 38 88,2000-06-17,True
Gunilla,Roos,Ängsgränd 203,Lund,68327,Sverige,SE,19760625-7419,+46,+46 (0)576 617 82,1976-06-25,True
Daniel,Berge,Bøekollen 3,Jennymark,0870,Norge,NO,19440826-8115,+47,71 35 73 05,1944-08-26,True
Erik,Paulsson,Björktorget 870,Lund,46849,Sverige,SE,19890114-9585,+46,08-68 70 00,1989-01-14,True
Ingvar,Wallin,Björkgatan 898,Helsingborg,80920,Sverige,SE,19991231-7843,+46,08-05 67 48,1999-12-31,True
Malin,Evensen,Hauglandjordet 3,Berge,7554,Norge,NO,19700510-1104,+47,49444429,1970-05-10,True
Robin,Josefsson,Genstigen 166,Linköping,46873,Sverige,SE,19460318-7450,+46,093-771 73 22,1946-03-18,True
Gösta,Edlund,Skolvägen 5,Stockholm,23052,Sverige,SE,20000612-4712,+46,+46 (0)41 21 53 96,2000-06-12,True
Dustin,Williams,Spencer Gateway 380,Ericchester,10341,Danmark,DK,19981213-9650,+45,+1-996-796-4231x78915,1998-12-13,True
Monica,Nilsson,Kyrkgränd 96,Alingsås,27789,Sverige,SE,19600115-3707,+46,08-34 73 30,1960-01-15,True
Maria,Andreasson,Grangränd 78,Växjö,82830,Sverige,SE,19531108-8913,+46,08-076 804 70,1953-11-08,True
Lene,Strøm,Nguyeneggen 2,Knudsen,1581,Norge,NO,19820518-6640,+47,465 19 152,1982-05-18,True
Elisabet,Danielsson,Industritorget 13,Umeå,65413,Sverige,SE,19420421-6350,+46,062-96 48 55,1942-04-21,True
Katarina,Larsson,Industritorget 996,Ängelholm,76998,Sverige,SE,19430823-3099,+46,027-76 09 78,1943-08-23,True
Lovisa,Bergström,Ekgatan 44,Karlskoga,85255,Sverige,SE,19901101-8532,+46,08-80 13 80,1990-11-01,True
Karla,Foster,Michelle Island 75627,West Frank,01679,Danmark,DK,19520919-7380,+45,001-327-689-5971x46945,1952-09-19,True
Kaylee,Jones,Steven Road 307,Rhondashire,80303,Danmark,DK,19870908-7924,+45,(576)666-0765x4861,1987-09-08,True
Ivan,Olsson,Åkerstigen 2,Uddevalla,57864,Sverige,SE,19620313-8040,+46,0059-55 86 29,1962-03-13,True
Heidi,Antonsen,Birkelandtoppen 33C,Ali,8304,Norge,NO,19710924-7639,+47,30779302,1971-09-24,True
Johanna,Magnusson,Ekgatan 20,Växjö,39451,Sverige,SE,19461123-8217,+46,0364-63 81 77,1946-11-23,True
Agnes,Sjöberg,Parkvägen 19,Luleå,37966,Sverige,SE,19760129-8168,46,0778-758 57,1976-01-29,True
Tone,Nielsen,Kristoffersenstubben 980,Berge,8075,Norge,NO,19750208-4275,+47,+4786963956,1975-02-08,True
Michael,Cervantes,Amanda Avenue 632,Brendafort,25214,Danmark,DK,19540304-5814,+45,801.201.2775x755,1954-03-04,True
Kenneth,Rasmussen,Brekkegrenda 10B,Myhre,1469,Norge,NO,19760807-3022,+47,946 60 533,1976-08-07,True
Birgitta,Andersson,Skoltorget 60,Kalmar,81766,Sverige,SE,19730221-3228,+46,033-30 79 07,1973-02-21,True
Fredrik,Eriksson,Kvarngränd 945,Falun,16257,Sverige,SE,19980908-9627,+46,0958-862 02,1998-09-08,True
Shirley,Henry,Bryan Bridge 4707,Charleston,53720,Danmark,DK,19940314-7707,+45,870.482.2365x9904,1994-03-14,True
Carla,Ayers,Michael Vista 00854,West Randytown,97812,Danmark,DK,19410224-7321,+45,+1-654-208-7719x26020,1941-02-24,True
Einari,Makkonen,Ahomäentie 55,Haapajärvi,43170,Finland,FI,19710224-2159,+358,+358009492936,1971-02-24,True
Samuel,Haney,Thomas Trace 5015,Lake Glennview,56740,Danmark,DK,19941205-3308,+45,730-562-2664x9074,1994-12-05,True
Irene,Eriksson,Björkvägen 607,Skellefteå,12218,Sverige,SE,19730813-3201,+46,0145-86 18 28,1973-08-13,True
Per,Hellström,Kvarnvägen 83,Östersund,33090,Sverige,SE,19950709-8202,+46,057-24 74 53,1995-07-09,True
Thomas,Svensson,Bäcktorget 560,Karlskoga,45661,Sverige,SE,19721227-7239,+46,08-485 96 19,1972-12-27,True
Lennart,Blom,Storstigen 300,Gävle,29564,Sverige,SE,19920330-1534,+46,0695-38 68 89,1992-03-30,True
Stephen,Nguyen,Wise Haven 959,Port Ryanfurt,56476,Danmark,DK,19501121-0250,+45,3703454015,1950-11-21,True
Michelle,Berry,Mary View 250,Lake Josephside,93339,Danmark,DK,19411013-1449,+45,(627)474-6593x1800,1941-10-13,True
Axel,Lundmark,Backstigen 8,Mölndal,40619,Sverige,SE,19791010-5156,+46,0841-98 93 38,1979-10-10,True
Kjersti,Birkeland,Strandstien 909,Bentesjøen,6587,Norge,NO,19521004-2867,+47,941 89 183,1952-10-04,True
Jacob,Perez,Michael Port 93971,Johnsonborough,34644,Danmark,DK,19730513-0213,+45,359-755-7476,1973-05-13,True
Gustaf,Nilsson,Bäckstigen 25,Södertälje,38839,Sverige,SE,19861017-8095,+46,082-367 00 72,1986-10-17,True
Tonje,Jacobsen,Moeåsen 09C,Haraldby,7348,Norge,NO,19671104-5605,+47,80 18 38 43,1967-11-04,True
Lena,Ståhl,Kyrktorget 922,Borås,15183,Svkrige,SE,19520311-1439,+46,08-49 72 65,1952-03-11,True
Elisabeth,Nilsson,Ängsvägen 055,Trelleborg,85427,Sverige,SE,19750409-4632,+46,08-49 40 34,1975-04-09,True
Christian,Davis,Ryan Run 893,Montgomerytown,12419,Danmark,DK,19440129-4745,+45,925-726-3736x03664,1944-01-29,True
Birgitta,Hansson,Strandgränd 9,Jönköping,34209,Sverige,SE,19990905-0286,+46,0091-737 04,1999-09-05,True
Elisabeth,Lunde,Berntsenplassen 2,Stianfjord,7284,Norge,NO,19741122-8906,+47,+47 63 10 06 82,1974-11-22,True
Vera,Johansson,Kyrkgatan 148,Stockholm,58811,Sverige,SE,19810213-0881,+46,+46 (0)8 683 051 71,1981-02-13,True
Kerttu,Valkonen,Ylipalonbulevardi 3,Liperi,36455,Finland,FI,19831222-8439,+358,+358470143124,1983-12-22,True
Elaine,Lewis,Aaron Pines 4986,Dunlapborough,16503,Danmark,DK,19520528-9319,+45,565.974.0915,1952-05-28,True
Øystein,Gulbrandsen,Eiderøa 57,Cathrinevik,1366,Norge,NO,19571018-8841,+47,+4701205767,1957-10-18,True
Jørgen,Evensen,Jacobsentjernet 4A,Pedersen,9720,Norge,NO,19691015-2589,+47,983 55 354,1969-10-15,True
Eva,Johansson,Granstigen 891,Västerås,36331,Sverige,SE,19481117-0312,+46,+46 (0)40 39 69 25,1948-11-17,True
Thomas,Andersen,Sæthereggen 2A,Nguyen,1257,Norge,NO,19470330-0317,+47,62865637,1947-03-30,True
Lars,Skoglund,Ringvägen 27,Uppsala,60460,Sverige,SE,19790328-2680,+46,0906-58 82 17,1979-03-28,True
Elin,Lundgren,Backgatan 597,Lund,46896,Sverige,SE,19511203-2487,+46,08-558 438 60,1951-12-03,True
Russell,Riley,William Squares 42472,East Davidport,57640,Danmark,DK,19660225-3642,+45,(813)451-3649,1966-02-25,True
Ingegerd,Johansson,Stationsgatan 874,Trollhättan,83621,Sverige,SE,19650219-7258,+46,+46 (0)55 16 49 91,1965-02-19,True
Michelle,Montgomery,Dustin Corner 8086,Acostachester,27876,Danmark,DK,19591007-4482,+45,275-340-4387x128,1959-10-07,True
Emilia,Saarinen,Veropellonpolku 615,Rantasalmi,67238,Finland,FI,19600414-529J,+358,0066704352,1960-04-14,True
Øyvind,Andresen,Svendsenringen 02,Ceciliebø,4914,Norge,NO,19490414-6098,+47,99266420,1949-04-14,True
Kathryn,Stanley,Cooper Common 893,Avilabury,84562,Danmark,DK,19690729-1695,+45,313.968.9988,1969-07-29,True
Cristian,Bishop,Maria Summit 8647,Cruzmouth,82593,Danmark,DK,19890729-3040,+45,001-368-357-2641x568,1989-07-29,True
Margit,Svensson,Kyrkgatan 4,Trelleborg,35908,Sverige,SE,19401228-8477,+46,08-662 733 82,1940-12-28,True
Helene,Tveit,Iversengjerdet 11,Tobiasstrøm,3658,Norge,NO,19630630-3638,+47,60 77 49 80,1963-06-30,True
Helena,Kiuru,Ylätuvanpolku 147,Enontekiö,24806,Finland,FI,19450609-314K,+358,+358356382279,1945-06-09,True
Dag,Aas,Solbergstykket 040,Johangrunn,9195,Noage,NO,19760119-5987,+47,99299860,1976-01-19,True
Reidun,Isaksen,Hagenkollen 81,Finnfjell,8070,Norge,NO,19930123-8293,+47,43794606,1993-01-23,True
Christian,Karlsson,Gentorget 64,Falun,43894,Sverige,SE,19760907-8227,+46,0093-173 86,1976-09-07,True
Martin,Persson,Stationsgatan 84,Västerås,25752,Sverige,SE,19770807-9423,+46,08-81 26 56,1977-08-07,True
Katie,Phillips,Lauren Terrace 966,East Virginia,01277,Danmark,DK,19441017-9223,+45,(689)705-7498,1944-10-17,True
Sebastian,Johansson,Skolgatan 18,Borås,62928,Sverige,SE,19600216-6671,+46,086-580 86 05,1960-02-16,True
Cody,Buck,Tracy Summit 4399,West Joseph,80151,Danmark,DK,19970101-3652,+45,001-894-994-6097x6798,1997-01-01,True
Andrew,Bradshaw,Lopez Way 23379,Brownberg,38654,Danmark,DK,19921008-8057,+45,4617486023,1992-10-08,True
Eva,Blomberg,Backtorget 804,Lund,30831,Sverige,SE,19611204-7197,+46,084-93 05 38,1961-12-04,True
Chad,Jordan,Suzanne Mountains 32082,Parkerberg,54882,Danmark,DK,19640218-5819,+45,(801)519-9163,1964-02-18,True
Sylvia,Persson,Ringgatan 7,Trelleborg,78934,Sverige,SE,19860803-6030,+46,+46 (0)8 052 099 42,1986-08-03,True
Berit,Nilsson,Industrigatan 360,Alingsås,11154,Sverige,SE,19820106-2040,+46,+46 (0)884 321 31,1982-01-06,True
Göran,Svensson,Furugatan 348,Västerås,86700,Sverige,SE,19760321-6198,+46,08-132 87 02,1976-03-21,True
Stig,Dahlberg,Fabriksgatan 7,Mölndal,65886,Sverige,SE,19700107-3843,+46,063-075 61 37,1970-01-07,True
Elin,Haugland,Lundskogen 3,Sigridvåg,8063,Norge,NO,19850410-4407,+47,+47 04 65 75 40,1985-04-10,True
Kent,Andersson,Skogsvägen 44,Karlskoga,39583,Sverige,SE,20001007-7333,+46,08-827 373 14,2000-10-07,True
Kristina,Nilsson,Björkvägen 78,Örebro,26535,Sverige,SE,19701212-9312,+46,+46 (0)8 026 832 90,1970-12-12,True
Pernilla,Andersson,Granstigen 50,Karlskrona,26430,Sverige,SE,19980207-1991,+46,0746-237 20,1998-02-07,True
Christina,Gustafsson,Ängsvägen 31,Helsingborg,50088,Sverige,SE,19981213-9118,+46,0606-993 26,1998-12-13,True
Joann,Bell,Herrera Curve 806,Kendraton,11320,Danmark,DK,19510805-9344,+45,001-667-741-9873x1569,1951-08-05,True
Karen,Williams,John Hills 4800,Lowefurt,49472,Danmark,DK,19561207-5893,+45,938-284-3784,1956-12-07,True
Gary,Smith,Jessica Divide 666,Johnhaven,33935,Danmark,DK,19840618-5939,+45,617.771.9052x40249,1984-06-18,True
Margaretha,Andersson,Parkvägen 22,Södertälje,94472,Sverige,SE,19700415-9781,+46,+46 (0)354 140 76,1970-04-15,True
Gustaf,Johansson,Storstigen 7,Mölndal,81601,Sverige,SE,19771108-1181,+46,08-668 14 50,1977-11-08,True
Sara,Högberg,Björkvägen 80,Linköping,11513,Sverige,SE,19820221-9713,+46,+46 (0)51 43 81 09,1982-02-21,True
Astrid,Håkansson,Skolstigen 8,Malmö,27927,Sverige,SE,19791205-9921,+46,087-22 93 01,1979-12-05,True
Johanna,Koivisto,Pyörökivenbulevardi 675,Pomarkku,79745,Finland,FI,19980404-8555,+358,0432226926,1998-04-04,True
John,Nilsen,Bakkenringen 9,Mikkelsen,3632,Norge,NO,19720213-6338,+47,913 66 148,1972-02-13,True
Jens,Amundsen,Mikkelsenhaugen 4,Aasen,5137,Norge,NO,19531231-1380,+47,+47 15 57 63 11,1953-12-31,True
William,Campbell,Matthew Street 0603,Port Clairemouth,18559,Danmark,DK,19800402-4888,+45,594.209.2374x69523,1980-04-02,True
Elisabeth,Pettersson,Ängsstigen 524,Landskrona,96410,Sverige,SE,19790313-6059,+46,08-24 80 31,1979-03-13,True
Connor,White,Garza Parks 163,Port Melanieview,80244,Danmark,DK,19790414-1066,+45,618.384.2689x8717,1979-04-14,True
Janne,Larsen,Gulbrandsengrenda 94F,Mikkelsen,9598,Norge,NO,19701010-5796,+47,13772405,1970-10-10,True
Helena,Virtanen,Rukopolku 663,Mäntsälä,70120,Finland,FI,19690522-399R,+358,+358044486729,1969-05-22,True
Ingegärd,Johansson,Ringgatan 0,Örnsköldsvik,91792,Sverige,SE,19860828-5934,+46,08-866 29 20,1986-08-28,True
Tapio,Peltola,Vanha Rajapolku 8,Punkalaidun,96587,Finland,FI,19970401-1457,+358,+358429250493,1997-04-01,True
Asta,Hellström,Kyrkovägen 711,Ängelholm,36774,Sverige,SE,19510919-4223,+46,08-095 701 25,1951-09-19,True
Håkan,Forsberg,Storvägen 673,Borlänge,77702,Sverige,SE,19700816-7364,+46,08-093 264 08,1970-08-16,True
Per,Olsson,Furugatan 40,Karlskrona,77868,Sverige,SE,19520901-0185,+46,+46 (0)8 601 674 58,1952-09-01,True
Jeremy,Warner,Jennifer Glen 818,Lake Carrieview,47999,Danmark,DK,19971006-1256,+45,001-252-240-5245x826,1997-10-06,True
Steinar,Paulsen,Jørgensengata 02,Saraås,1586,Norge,NO,19571206-8201,+47,420 24 057,1957-12-06,True
Hilde,Evensen,Paulsenstubben 2,Brekke,4801,Norge,NO,19940106-7687,+47,41288411,1994-01-06,True
Berit,Pettersson,Gentorget 502,Lund,22146,Sverige,SE,19530529-0134,+46,+46 (0)656 896 71,1953-05-29,True
Unni,Thorsen,Nguyenåsen 941,Sæther,2309,Norge,NO,19570320-7245,+47,+4732689245,1957-03-20,True
Kjell,Eriksson,Ekvägen 1,Helsingborg,71782,Sverige,SE,19810117-7334,+46,08-49 83 56,1981-01-17,True
Liisa,Oinonen,Waseniuksen puistotie 8,Kangasniemi,61805,Finland,FI,19540918-4323,+358,(+358) 220239908,1954-09-18,True
Emilia,Eriksson,Ekgränd 64,Kristianstad,43262,Sverige,SE,19551112-6542,+46,+46 (0)8 255 899 50,1955-11-12,True
Elisabet,Andersson,Ringtorget 8,Halmstad,81930,Sverige,SE,19510330-1162,+46,037-36 72 96,1951-03-30,True
Cathrine,Aasen,Sivertsentunet 66,Lund,7837,Norge,NO,19550422-2514,+47,+4780263293,1955-04-22,True
Karoline,Berge,Hauglandtoppen 05B,Fredriksen,3690,Norge,NO,19760421-5613,+47,45624120,1976-04-21,True
Johannes,Pulkkinen,Iltatähdenpolku 73,Pyhäranta,99917,Finland,FI,19581012-6557,+358,060 424 2203,1958-10-12,True
Angela,Cox,Reyes Dale 656,Codyhaven,50458,Danmark,DK,19790530-5698,+45,(536)744-9848x538,1979-05-30,True
Alexandra,Persson,Skogsgränd 794,Växjö,31279,Sverige,SE,19660809-0787,+46,+46 (0)565 826 76,1966-08-09,True
Lisa,Johnson,John Island 198,Lake Gary,98039,Danmark,DK,19881217-2161,45,983-482-1929x64326,1988-12-17,True
Susanne,Lindberg,Kyrkgatan 12,Skövde,35379,Sverige,SE,19470119-4289,+46,08-349 609 33,1947-01-19,True
Louise,Möller,Kyrkvägen 68,Umeå,43185,Sverige,SE,19940722-3306,+46,08-83 63 85,1994-07-22,True
Tommi,Moilanen,Salavatie 128,Kaskinen,45334,Finland,FI,19781214-444J,+358,+358 62 0391982,1978-12-14,True
Stig,Gustafsson,Järnvägstorget 439,Kalmar,31681,Sverige,SE,19900818-4689,+46,+46 (0)8 591 542 86,1990-08-18,True
Leif,Jakobsson,Järnvägsgatan 088,Malmö,57390,Sverige,SE,19501001-5388,+46,052-29 12 17,1950-10-01,True
Ingeborg,Bengtsson,Industrivägen 4,Borlänge,32946,Sverige,SE,19860625-0868,+46,0886-96 72 53,1986-06-25,True
Hannele,Karvinen,Hannukselanpolku 6,Jomala,49471,Finland,FI,19760611-1406,+358,099 662 7235,1976-06-11,True
Christine,Leon,Davis Terrace 58702,South Eric,83043,Danmark,DK,19630508-1022,+45,430.680.6330x672,1963-05-08,True
Leif,Larsson,Fabriksstigen 51,Trelleborg,28400,Sverige,SE,19410104-6287,+46,012-704 12 46,1941-01-04,True
Elisabeth,Andersson,Ängsgränd 93,Örebro,63775,Sverige,SE,19580108-3464,+46,+46 (0)939 703 75,1958-01-08,True
Sebastian,Andersen,Ødegårdsvingen 3,Audvik,2303,Norge,NO,19540304-6706,+47,01503306,1954-03-04,True
Tero,Tamminen,Iesbulevardi 739,Ypäjä,41883,Finland,FI,19410319-083N,+358,+358 197340252,1941-03-19,True
Rune,Olsson,Kyrkstigen 325,Stockholm,95992,Sverige,SE,19861213-1780,+46,08-92 01 38,1986-12-13,True
Leif,Andreassen,Amundsenåsen 6,Isaksen,4108,Norge,NO,19451009-6888,+47,35 41 30 84,1945-10-09,True
Marius,Rasmussen,Gundersenvollen 37,Hauge,6369,Norge,NO,19531210-0353,+47,95571480,1953-12-10,True
Ella,Söderberg,Bäckvägen 93,Piteå,46054,Sverige,SE,19831013-0493,+46,08-119 95 29,1983-10-13,True
Carrie,Washington,Lewis Rest 249,Lake Loganmouth,47964,Danmark,DK,19710403-7869,+45,+1-858-390-1366x0521,1971-04-03,True
Valdemar,Holmgren,Parkgränd 108,Luleå,82138,Sverige,SE,19920821-2981,+46,08-20 53 32,1992-08-21,True
Ingemar,Norberg,Industritorget 170,Skellefteå,14325,Sverige,SE,19770909-7201,+46,+46 (0)60 33 14 29,1977-09-09,True
Amber,Bennett,Dawson Rapids 503,Hamptonshire,49833,Danmark,DK,19481020-9054,+45,5714749221,1948-10-20,True
Göran,Ohlsson,Villavägen 91,Piteå,80341,Sverige,SE,19960811-1337,+46,+46 (0)8 861 518 94,1996-08-11,True
Sven,Aronsson,Ängstorget 27,Uppsala,16962,Sverige,SE,19530821-1627,+46,086-915 06 22,1953-08-21,True
Karin,Berge,Nguyenholtet 8,Kjetilodden,2788,Norge,NO,19500804-1952,+47,95174191,1950-08-04,True
Daniel,Andersson,Gengränd 9,Jönköping,95250,Sverige,SE,19641110-4203,+46,+46 (0)988 505 89,1964-11-10,True
Joakim,Knutsen,Solheimgrenda 812,Jensen,5998,Norge,NO,19950830-8604,+47,+47 28 90 72 75,1995-08-30,True
Randi,Hauge,Fredriksenløkka 5,Mariehelle,0539,Norge,NO,19590215-1155,+47,39 34 23 02,1959-02-15,True
Colin,Randall,Jason Canyon 8691,East Julie,09612,Danmark,DK,19630506-8787,+45,467-241-9196,1963-05-06,True
Eva,Carlsson,Fabriksstigen 874,Borlänge,94621,Sverige,SE,19501130-3549,+46,08-722 79 51,1950-11-30,True
Cheryl,Tucker,King Expressway 6467,North Dwayneview,38353,Danmark,DK,19640823-3868,+45,8975544881,1964-08-23,True
Richard,Eriksson,Kvarngränd 31,Jönköping,44283,Sverige,SE,19891019-2585,+45,080-330 98 47,1989-10-19,True
Marjatta,Hyttinen,Kolvikatu 702,Mikkeli,41988,Finland,FI,19870824-827E,+358,+358 50 6194177,1987-08-24,True
Lisbeth,Henriksson,Parkgränd 42,Södertälje,42928,Sverige,SE,19671212-5358,+46,08-13 20 55,1967-12-12,True
Joakim,Johansson,Trädgårdsvägen 059,Uddevalla,17060,Sverige,SE,19481114-8164,+46,081-12 46 81,1948-11-14,True
Alexander,Cohen,Aaron Shoal 376,Barnettbury,57890,Danmark,DK,19841001-5950,+45,+1-466-972-3185x4437,1984-10-01,True
Heidi,Madsen,Lienfaret 1,Sanderbø,4913,Norge,NO,19531223-2051,+47,41159063,1953-12-23,True
Steinar,Gulbrandsen,Kristiansentunet 9D,Kristinberg,1947,Norge,NO,20000306-6744,+47,03 68 69 34,2000-03-06,True
